GeneSet	NGenes	Correlation	Direction	PValue	FDR
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	10	0.0253266286508511	Down	0.508931112444319	0.899257962917234
GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	6	0.1810610783355	Down	0.511017894338665	0.899257962917234
GO_SPLICEOSOMAL_COMPLEX	4	0.0545951600284228	Up	0.511359889043578	0.899257962917234
GO_U2_TYPE_SPLICEOSOMAL_COMPLEX	4	0.0545951600284228	Up	0.511359889043578	0.899257962917234
GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	8	-0.0979385480331711	Up	0.511782427809906	0.899257962917234
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	14	-0.0722578095089009	Down	0.513727892213477	0.899257962917234
GO_RESPONSE_TO_GROWTH_FACTOR	5	-0.127053811078976	Down	0.513841638765445	0.899257962917234
GO_NUCLEAR_PERIPHERY	3	-0.00516013364600787	Up	0.51446905795539	0.899257962917234
GO_CELL_DIVISION_SITE	3	0.430083146410089	Down	0.515853870899383	0.899257962917234
GO_VIRAL_GENOME_REPLICATION	3	0.463753436822501	Down	0.515907357324	0.899257962917234
GO_VIRAL_RNA_GENOME_REPLICATION	3	0.463753436822501	Down	0.515907357324	0.899257962917234
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	4	-0.140405751834058	Up	0.516147767572485	0.899257962917234
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	3	-0.0496343478333633	Down	0.51645664560207	0.899257962917234
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	9	0.17613928298205	Down	0.517112155552461	0.899257962917234
GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	4	-0.154142076090211	Up	0.518011407615749	0.899257962917234
GO_LIPID_METABOLIC_PROCESS	16	0.024322110785312	Down	0.520621235166599	0.899257962917234
GO_PROTEOLYSIS	21	0.0673210149031665	Down	0.520857535411531	0.899257962917234
GO_VACUOLAR_MEMBRANE	4	-0.0791339409296129	Up	0.52184114686643	0.899257962917234
GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	9	0.08123258339065	Up	0.521995007218842	0.899257962917234
GO_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	6	-0.0850149055162997	Down	0.524252395232968	0.899257962917234
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	4	0.203902088602991	Up	0.524281248718182	0.899257962917234
GO_DRUG_BINDING	13	0.0169159702085216	Down	0.525657611318777	0.899257962917234
GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	7	-0.0666834901214588	Up	0.525985019956072	0.899257962917234
GO_GROWTH	6	-0.0766598931632179	Down	0.526978139221139	0.899257962917234
GO_CELL_CORTEX_PART	3	-0.0281834206332265	Down	0.528755049391379	0.899257962917234
GO_PROTEIN_INSERTION_INTO_MEMBRANE	3	0.101308005185234	Up	0.529552945451784	0.899257962917234
GO_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE	3	0.101308005185234	Up	0.529552945451784	0.899257962917234
GO_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY	3	-0.108951500590182	Down	0.529688062022554	0.899257962917234
GO_SMALL_MOLECULE_METABOLIC_PROCESS	15	-0.0676210457343687	Down	0.530488963007977	0.899257962917234
GO_MITOCHONDRIAL_MATRIX	4	-0.226801018815903	Up	0.531889711282236	0.899257962917234
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	11	0.067367367539873	Up	0.53528745274076	0.899257962917234
GO_MITOCHONDRIAL_ENVELOPE	8	-0.0216198832984516	Down	0.535475075739941	0.899257962917234
GO_RIBONUCLEOTIDE_BINDING	18	0.0696707720372051	Down	0.538213777887541	0.899257962917234
GO_CELLULAR_RESPIRATION	3	0.858821213151544	Up	0.539150712159624	0.899257962917234
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	3	0.858821213151544	Up	0.539150712159624	0.899257962917234
GO_GOLGI_MEMBRANE	7	0.278833142504327	Down	0.539690538705869	0.899257962917234
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	7	-0.0115808635858698	Up	0.539920018320055	0.899257962917234
GO_NUCLEAR_ENVELOPE	5	-0.085492007318634	Down	0.541917531885554	0.899257962917234
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	4	0.11876390606693	Up	0.543052804812144	0.899257962917234
GO_DEPHOSPHORYLATION	5	0.118513754417397	Down	0.544091130247391	0.899257962917234
GO_PEPTIDASE_ACTIVITY	6	-0.0261717564545918	Up	0.545328750583616	0.899257962917234
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	4	-0.308928433817361	Down	0.545445647043599	0.899257962917234
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	4	-0.308928433817361	Down	0.545445647043599	0.899257962917234
GO_REGULATION_OF_IMMUNE_RESPONSE	7	-0.124142477100349	Down	0.545469254082454	0.899257962917234
GO_RIBONUCLEOPROTEIN_GRANULE	3	-0.110134205420847	Down	0.549301797239318	0.899257962917234
GO_GOLGI_APPARATUS	18	0.0248170918847426	Down	0.550029800204766	0.899257962917234
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	11	-0.0187117529758849	Down	0.550099976884998	0.899257962917234
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	9	-0.0522595852672353	Up	0.550270788822709	0.899257962917234
GO_MACROMOLECULE_CATABOLIC_PROCESS	13	-0.00879829453114956	Down	0.550437720417886	0.899257962917234
GO_PEPTIDE_SECRETION	5	-0.125829104355101	Down	0.551897097171576	0.899257962917234
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	6	0.0365124294248487	Up	0.558148249505214	0.899257962917234
GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	6	0.189880976527163	Up	0.558148690471438	0.899257962917234
GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION	7	-0.0126342246379514	Down	0.56060226234742	0.899257962917234
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	11	-0.0103522047294572	Down	0.561413417879977	0.899257962917234
GO_RAB_GTPASE_BINDING	6	0.120455589604448	Down	0.562223883578529	0.899257962917234
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_MRNA_EXPORT_FROM_NUCLEUS	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_MRNA_TRANSPORT	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_RNA_EXPORT_FROM_NUCLEUS	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_RNA_LOCALIZATION	3	-0.0955009518992645	Up	0.562765575275079	0.899257962917234
GO_REGULATION_OF_MAPK_CASCADE	5	-0.217563372046469	Up	0.562882446217634	0.899257962917234
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	4	0.20884380141131	Up	0.564232542084795	0.899257962917234
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	5	-0.0257072823986524	Up	0.564357168257893	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	4	0.323828258368909	Up	0.564361893968747	0.899257962917234
GO_CLATHRIN_BINDING	3	0.800757440636041	Down	0.567015646252284	0.901834757293394
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	6	-0.0597077444847153	Down	0.568870067323922	0.902631774082984
GO_KINASE_ACTIVITY	9	-0.0577853069331757	Down	0.56976621213436	0.902631774082984
GO_ACTIVATION_OF_GTPASE_ACTIVITY	3	0.0674338213214642	Down	0.570629282466254	0.902631774082984
GO_MITOCHONDRIAL_PROTEIN_COMPLEX	3	-0.0602061723411578	Up	0.572378836698363	0.903756057944784
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	3	-0.2139219753982	Up	0.575421171557969	0.904142915001881
GO_DNA_CONFORMATION_CHANGE	6	-0.157482248240248	Down	0.57692897422616	0.904142915001881
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	4	-0.00661200100656256	Down	0.579853290871437	0.904142915001881
GO_CELLULAR_RESPONSE_TO_RADIATION	4	-0.00661200100656256	Down	0.579853290871437	0.904142915001881
GO_RESPONSE_TO_RADIATION	4	-0.00661200100656256	Down	0.579853290871437	0.904142915001881
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE	10	-0.0141100799904741	Down	0.580162911541872	0.904142915001881
GO_RESPONSE_TO_BACTERIUM	7	-0.0646164994339951	Up	0.582025945523539	0.904142915001881
GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	4	-0.19455513837788	Down	0.582445148538018	0.904142915001881
GO_ENDOCYTOSIS	8	0.0896788363400686	Down	0.58301629346673	0.904142915001881
GO_IMPORT_INTO_CELL	8	0.0896788363400686	Down	0.58301629346673	0.904142915001881
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	12	0.105984270731056	Down	0.584528564720129	0.904875180260699
GO_SYNAPSE_ORGANIZATION	3	-0.151778394876445	Down	0.589197586842003	0.908324233014538
GO_HORMONE_METABOLIC_PROCESS	3	0.350743505394498	Up	0.590084531829083	0.908324233014538
GO_TRANSFERASE_COMPLEX	8	0.0103231288133204	Down	0.591390010044343	0.908324233014538
GO_BIOMINERAL_TISSUE_DEVELOPMENT	3	-0.395560800862484	Up	0.593420747255148	0.908324233014538
GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	9	0.0137868419549709	Down	0.59385262498534	0.908324233014538
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	3	0.720641221887837	Up	0.594149461789744	0.908324233014538
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	9	-0.0465441882832382	Up	0.594817059929551	0.908324233014538
GO_MITOCHONDRIAL_MEMBRANE_PART	4	0.30191862632843	Up	0.595108980250904	0.908324233014538
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	9	-0.0620503570630872	Down	0.597808825587439	0.910847072261072
GO_ATPASE_ACTIVITY	5	-0.129789134881634	Up	0.599517167949006	0.911853035167195
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	7	-0.0715587070780235	Up	0.602705467387775	0.913582883939597
GO_CELLULAR_RESPONSE_TO_LIPID	7	0.140357700272539	Down	0.602754684346355	0.913582883939597
GO_DENDRITIC_TREE	5	0.117196863227868	Down	0.603912222630006	0.913745449892356
GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	8	0.235545617203832	Down	0.605659855395921	0.914108689355362
GO_CELL_JUNCTION	13	0.0495487886005584	Down	0.607625812638099	0.914108689355362
GO_CENTROSOME	8	-0.0329827115457287	Up	0.609313822539733	0.914108689355362
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	7	0.071377352633411	Down	0.610671601941087	0.914108689355362
GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY	5	0.239814062065091	Down	0.611135522267565	0.914108689355362
GO_NEGATIVE_REGULATION_OF_TRANSPORT	8	0.133610737043137	Up	0.611717236502516	0.914108689355362
GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY	3	-0.00780829745712297	Up	0.613897012104618	0.914108689355362
GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	3	-0.0978705111018788	Up	0.614471924143549	0.914108689355362
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	3	0.150501898883129	Down	0.614769779553376	0.914108689355362
GO_RESPONSE_TO_ESTROGEN	3	-0.0735084395443945	Up	0.616673718310573	0.914108689355362
GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	8	-0.0379644614623739	Up	0.61909851667116	0.914108689355362
GO_REGULATION_OF_CELLULAR_LOCALIZATION	11	0.129622260834725	Down	0.620118491660991	0.914108689355362
GO_RESPONSE_TO_BIOTIC_STIMULUS	8	-0.0181421527556596	Up	0.621944026670684	0.914108689355362
GO_REGULATION_OF_HORMONE_LEVELS	4	0.267358067667022	Down	0.623203974623142	0.914108689355362
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	3	-0.352374633787431	Down	0.623318362754426	0.914108689355362
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	4	0.452412691933378	Down	0.623834129247144	0.914108689355362
GO_1_PHOSPHATIDYLINOSITOL_4_KINASE_ACTIVITY	3	0.226652720206471	Down	0.625166287547633	0.914108689355362
GO_LIPID_PHOSPHORYLATION	3	0.226652720206471	Down	0.625166287547633	0.914108689355362
GO_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY	3	0.226652720206471	Down	0.625166287547633	0.914108689355362
GO_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION	3	0.226652720206471	Down	0.625166287547633	0.914108689355362
GO_PROTEIN_IMPORT	3	0.223887938616584	Up	0.626975348608271	0.914438640152319
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	10	-0.0673678341557716	Up	0.629449825186265	0.914438640152319
GO_COAGULATION	5	0.0821380560387276	Down	0.630460588857809	0.914438640152319
GO_REGULATION_OF_BODY_FLUID_LEVELS	5	0.0821380560387276	Down	0.630460588857809	0.914438640152319
GO_ANION_TRANSPORT	4	0.0514750044938682	Down	0.63097142065385	0.914438640152319
GO_CATALYTIC_COMPLEX	14	-0.0247748686417155	Down	0.639506534511928	0.914438640152319
GO_RECYCLING_ENDOSOME	3	-0.0315018739121533	Down	0.640931824742393	0.914438640152319
GO_RECYCLING_ENDOSOME_MEMBRANE	3	-0.0315018739121533	Down	0.640931824742393	0.914438640152319
GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	3	0.0809180073838166	Up	0.642485878706227	0.914438640152319
GO_ION_TRANSMEMBRANE_TRANSPORT	5	0.25496426936974	Down	0.643770016415303	0.914438640152319
GO_TRANSPORTER_ACTIVITY	7	-0.0910634212980715	Down	0.644686115691944	0.914438640152319
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	14	0.0629603699155728	Down	0.646366591874905	0.914438640152319
GO_CADHERIN_BINDING	7	0.0517665220504882	Down	0.649556808147019	0.914438640152319
GO_CELL_ADHESION_MOLECULE_BINDING	7	0.0517665220504882	Down	0.649556808147019	0.914438640152319
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	5	-0.0533632481219409	Up	0.651522533749315	0.914438640152319
GO_METHYLATION	4	0.168520351734969	Up	0.651826997991113	0.914438640152319
GO_TRANSLATIONAL_INITIATION	4	0.148919466267281	Up	0.651866167956998	0.914438640152319
HALLMARK_MYOGENESIS	6	-0.0885392396230809	Down	0.652844547933883	0.914438640152319
GO_TRANSCRIPTION_FACTOR_COMPLEX	3	-0.228421539052906	Down	0.653065336152851	0.914438640152319
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	3	0.735049001370691	Down	0.653235542845511	0.914438640152319
GO_TRANSLATION_REGULATOR_ACTIVITY	3	0.735049001370691	Down	0.653235542845511	0.914438640152319
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	3	0.735049001370691	Down	0.653235542845511	0.914438640152319
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	7	0.329764369790777	Up	0.653415666544119	0.914438640152319
GO_NEGATIVE_REGULATION_OF_SIGNALING	13	-0.0605934757365648	Down	0.653944496063188	0.914438640152319
GO_ACTIN_BINDING	8	-0.0668325530459502	Down	0.655183410044175	0.914438640152319
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	9	-0.0212222951358735	Down	0.655688411333028	0.914438640152319
GO_MACROMOLECULE_METHYLATION	3	0.482925554314616	Up	0.656730857641071	0.914438640152319
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	3	0.362368462341049	Down	0.657390914785977	0.914438640152319
GO_DNA_DEPENDENT_DNA_REPLICATION	3	0.412448931686099	Down	0.657774484459537	0.914438640152319
GO_DNA_REPLICATION	3	0.412448931686099	Down	0.657774484459537	0.914438640152319
GO_CELL_CYCLE_ARREST	6	-0.17609514826122	Down	0.65979156219712	0.914438640152319
GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	11	-0.025350038980242	Down	0.660756022750256	0.914438640152319
GO_REGULATION_OF_AUTOPHAGY	7	0.0518822773237816	Down	0.660950797767546	0.914438640152319
GO_INTRACELLULAR_TRANSPORT	31	0.0498940555531286	Down	0.66112862604116	0.914438640152319
GO_PEPTIDYL_TYROSINE_MODIFICATION	3	-0.360803049375528	Up	0.663009832867852	0.9155850072937
GO_CYTOPLASMIC_TRANSLATION	3	0.935355536895714	Up	0.664790296329904	0.91658883963077
GO_ACTIN_CYTOSKELETON	5	0.131585616758121	Down	0.667170207466586	0.918414684329002
HALLMARK_E2F_TARGETS	5	0.12703235608601	Up	0.668705872441799	0.919074421839439
GO_RESPONSE_TO_ABIOTIC_STIMULUS	9	0.0957878461087349	Up	0.673120812193851	0.923089679007365
GO_LIPID_MODIFICATION	6	-0.0479380562443159	Down	0.673749363413422	0.923089679007365
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	3	-0.333609953372528	Down	0.677592142096538	0.925449757870407
GO_ANCHORING_JUNCTION	7	0.126362945900082	Down	0.678034291241168	0.925449757870407
GO_PROTEIN_PROCESSING	5	-0.195729829971644	Up	0.683609503098777	0.925449757870407
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	3	0.423469317204261	Down	0.684513645031518	0.925449757870407
GO_REGULATION_OF_HYDROLASE_ACTIVITY	21	-0.0042298774036706	Down	0.687365954794398	0.925449757870407
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	8	0.0188000192753388	Up	0.689481684682104	0.925449757870407
GO_MEMBRANE_LIPID_METABOLIC_PROCESS	3	0.64084037239461	Down	0.692386971454997	0.925449757870407
GO_NUCLEAR_PORE	3	-0.263695947579314	Up	0.69418602871082	0.925449757870407
GO_RAN_GTPASE_BINDING	3	-0.263695947579314	Up	0.69418602871082	0.925449757870407
GO_WHOLE_MEMBRANE	19	0.0515093920248935	Down	0.695944178502288	0.925449757870407
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	7	-0.161526991485197	Down	0.699325290796015	0.925449757870407
GO_NUCLEAR_BODY	15	0.0102482713928547	Up	0.700362524149636	0.925449757870407
GO_COENZYME_BINDING	4	-0.155928448955623	Down	0.700462453592197	0.925449757870407
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	9	-0.0815888262390589	Down	0.700999117535951	0.925449757870407
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	4	0.355833880401496	Down	0.702685841949527	0.925449757870407
GO_CELL_PROJECTION_PART	10	0.0855066297238547	Down	0.703756595965385	0.925449757870407
GO_RIBONUCLEOPROTEIN_COMPLEX	13	0.267936325253214	Up	0.704030143792844	0.925449757870407
GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	6	-0.0985122455807204	Down	0.704788615851261	0.925449757870407
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	3	-0.270978539227116	Up	0.704951845631253	0.925449757870407
GO_TYPE_I_INTERFERON_PRODUCTION	3	-0.270978539227116	Up	0.704951845631253	0.925449757870407
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	5	0.161588685350355	Up	0.705382155671999	0.925449757870407
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_REGULATION_OF_MEMBRANE_PERMEABILITY	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_REGULATION_OF_MEMBRANE_POTENTIAL	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	3	-0.0432417988134198	Up	0.70570444443674	0.925449757870407
HALLMARK_MYC_TARGETS_V1	6	0.3070979455893	Up	0.707593835468514	0.925449757870407
GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	3	0.0719125568680374	Up	0.708205643610609	0.925449757870407
GO_REGULATION_OF_MULTI_ORGANISM_PROCESS	5	-0.124123649372668	Up	0.708447745680104	0.925449757870407
GO_MOLECULAR_ADAPTOR_ACTIVITY	3	0.224398421930758	Down	0.711400964487838	0.926705147038035
GO_RESPONSE_TO_WOUNDING	10	0.107480471019398	Down	0.711539124392423	0.926705147038035
GO_RESPONSE_TO_HORMONE	9	-0.105296784072072	Down	0.716777564460312	0.932132258715204
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	8	0.035123935278111	Down	0.718274978202665	0.932685419457192
GO_MAGNESIUM_ION_BINDING	3	-0.435067372817863	Up	0.72126651364275	0.935174168210421
GO_EPITHELIAL_CELL_DIFFERENTIATION	4	-0.137097545131916	Down	0.725650370802626	0.937980441206957
GO_RESPONSE_TO_STARVATION	7	-0.0730793374220226	Up	0.727022830624982	0.937980441206957
GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS	7	0.0020341238043533	Down	0.727071784017702	0.937980441206957
GO_RUFFLE	3	0.122927003987561	Down	0.729932612181555	0.937980441206957
GO_POSTSYNAPSE	3	-0.090059745207374	Down	0.730977861078525	0.937980441206957
GO_POSTSYNAPTIC_MEMBRANE	3	-0.090059745207374	Down	0.730977861078525	0.937980441206957
GO_SYNAPTIC_MEMBRANE	3	-0.090059745207374	Down	0.730977861078525	0.937980441206957
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	20	0.113259709866924	Up	0.734837551896247	0.940640383078474
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	4	0.00124065358726851	Down	0.735689125362922	0.940640383078474
GO_ACTIN_BASED_CELL_PROJECTION	3	-0.333479295851268	Down	0.736456666006596	0.940640383078474
GO_REGULATION_OF_DEFENSE_RESPONSE	7	-0.0636074651141103	Down	0.737375564666114	0.940640383078474
GO_LYMPHOCYTE_ACTIVATION	6	0.0678813200434958	Down	0.739913696915003	0.94249621715381
GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	15	0.0316283848144669	Down	0.749197028009475	0.952487670430215
GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	5	-0.0350886430221969	Up	0.749947188787009	0.952487670430215
GO_SIGNALING_RECEPTOR_BINDING	9	0.0706528944461015	Down	0.75169092563998	0.953310649135252
GO_ADENYL_NUCLEOTIDE_BINDING	15	-0.000272861469480254	Down	0.759356215094378	0.961413490478288
GO_SMALL_GTPASE_BINDING	13	0.0775222087533266	Down	0.762908102002966	0.961413490478288
GO_LAMELLIPODIUM	3	-0.24499793860361	Down	0.763490205434426	0.961413490478288
GO_POSITIVE_REGULATION_OF_CELL_DEATH	10	0.0316751899161365	Down	0.763541406369691	0.961413490478288
GO_GTPASE_BINDING	14	0.114252826678061	Down	0.764582567399641	0.961413490478288
GO_REGULATION_OF_CELL_DEATH	15	-0.00444783522020663	Down	0.764717437844341	0.961413490478288
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	5	0.0767050876736549	Up	0.766027343126861	0.961413490478288
GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	3	-0.0301771349357972	Down	0.768202101715947	0.961413490478288
GO_CATION_TRANSMEMBRANE_TRANSPORT	4	0.39071159330327	Down	0.769303078558081	0.961413490478288
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	4	0.39071159330327	Down	0.769303078558081	0.961413490478288
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	3	0.347080065292607	Down	0.77211399790709	0.961413490478288
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	3	-0.370253450313181	Down	0.772224203772146	0.961413490478288
GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	8	-0.0512206366496964	Up	0.774504799439348	0.961413490478288
GO_CELLULAR_LIPID_METABOLIC_PROCESS	14	0.0661409408964136	Down	0.774732210208278	0.961413490478288
GO_MITOCHONDRION	22	0.0260104489992001	Down	0.778542450943303	0.961413490478288
GO_GTPASE_ACTIVITY	4	0.0488253328950878	Down	0.779242413736446	0.961413490478288
GO_GUANYL_NUCLEOTIDE_BINDING	4	0.0488253328950878	Down	0.779242413736446	0.961413490478288
GO_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	5	-0.152271078333927	Down	0.780750080933647	0.961413490478288
GO_UBIQUITIN_LIGASE_COMPLEX	5	-0.152271078333927	Down	0.780750080933647	0.961413490478288
GO_HOMEOSTATIC_PROCESS	17	-0.0355820382046638	Up	0.781242205807377	0.961413490478288
GO_RAB_PROTEIN_SIGNAL_TRANSDUCTION	3	-0.479048244046658	Down	0.784514878769469	0.961413490478288
GO_PROTEIN_PHOSPHORYLATION	19	0.0152631564615343	Down	0.786343338581944	0.961413490478288
GO_AMIDE_BIOSYNTHETIC_PROCESS	14	0.0730222045646213	Down	0.786703799879452	0.961413490478288
GO_CELLULAR_AMIDE_METABOLIC_PROCESS	14	0.0730222045646213	Down	0.786703799879452	0.961413490478288
GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	3	-0.295668668499734	Up	0.791035400365687	0.961413490478288
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	3	-0.295668668499734	Up	0.791035400365687	0.961413490478288
GO_REGULATION_OF_CHROMATIN_SILENCING	3	-0.295668668499734	Up	0.791035400365687	0.961413490478288
GO_REGULATION_OF_KINASE_ACTIVITY	7	-0.0229759213812788	Up	0.792296412430645	0.961413490478288
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	7	-0.0229759213812788	Up	0.792296412430645	0.961413490478288
GO_PML_BODY	3	0.191677935056941	Down	0.793001382400314	0.961413490478288
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	3	0.233724186744323	Down	0.793142785282473	0.961413490478288
GO_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	4	-0.211998058918678	Up	0.797758437282732	0.961413490478288
GO_DEFENSE_RESPONSE	11	-0.0936144012006756	Up	0.797969434175567	0.961413490478288
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	15	-0.0642109106783356	Down	0.798324964900112	0.961413490478288
